Pos_X,Pos_Y,Center_X,Center_Y
7.5,15.0
7.5,25.0
12.5,15.0
17.5,15.0
17.5,25.0
22.5,15.0
22.5,25.0
27.5,15.0
32.5,15.0
32.5,25.0
37.5,15.0
