Pos_X,Pos_Y
2456460.0,5906285.0
2456460.0,5909475.0
2457540.0,5906285.0
2457540.0,5909475.0
2459700.0,5906285.0
2459700.0,5909475.0
2460780.0,5909475.0
2461860.0,5906285.0
2461860.0,5909475.0
2462940.0,5909475.0
2464020.0,5909475.0
2465100.0,5909475.0
