x0,y0
1.5121213525237687,18.122899399781137
1.46383068555598,26.122899399781137
3.512121352523769,18.122899399781137
2.4879760190398743,22.122899399781137
3.4638306855559797,26.122899399781137
4.536266686007663,14.122899399781138
5.512121352523769,18.122899399781137
4.487976019039874,22.122899399781137
5.46383068555598,26.122899399781137
7.560412019491557,10.122899399781138
6.536266686007663,14.122899399781138
7.512121352523769,18.122899399781137
6.487976019039874,22.122899399781137
7.46383068555598,26.122899399781137
8.584557352975452,6.122899399781138
9.560412019491556,10.122899399781138
8.536266686007663,14.122899399781138
9.512121352523769,18.122899399781137
8.487976019039873,22.122899399781137
9.46383068555598,26.122899399781137
10.584557352975452,6.122899399781138
11.560412019491556,10.122899399781138
10.536266686007663,14.122899399781138
11.512121352523769,18.122899399781137
10.487976019039873,22.122899399781137
10.439685352072086,30.122899399781137
11.608702686459345,2.122899399781138
12.584557352975452,6.122899399781138
13.560412019491556,10.122899399781138
12.536266686007663,14.122899399781138
13.512121352523769,18.122899399781137
12.487976019039873,22.122899399781137
12.439685352072086,30.122899399781137
13.608702686459345,2.122899399781138
14.584557352975452,6.122899399781138
15.560412019491556,10.122899399781138
14.536266686007663,14.122899399781138
15.512121352523769,18.122899399781137
14.487976019039873,22.122899399781137
14.439685352072086,30.122899399781137
15.608702686459345,2.122899399781138
16.58455735297545,6.122899399781138
16.536266686007664,14.122899399781138
17.512121352523767,18.122899399781137
16.487976019039873,22.122899399781137
17.46383068555598,26.122899399781137
16.439685352072086,30.122899399781137
17.608702686459345,2.122899399781138
18.58455735297545,6.122899399781138
18.536266686007664,14.122899399781138
19.512121352523767,18.122899399781137
18.487976019039873,22.122899399781137
19.46383068555598,26.122899399781137
18.439685352072086,30.122899399781137
19.608702686459345,2.122899399781138
20.58455735297545,6.122899399781138
21.560412019491558,10.122899399781138
20.536266686007664,14.122899399781138
21.512121352523767,18.122899399781137
20.487976019039873,22.122899399781137
21.46383068555598,26.122899399781137
20.439685352072086,30.122899399781137
21.608702686459345,2.122899399781138
23.560412019491558,10.122899399781138
22.536266686007664,14.122899399781138
23.512121352523767,18.122899399781137
22.487976019039873,22.122899399781137
23.46383068555598,26.122899399781137
22.439685352072086,30.122899399781137
23.608702686459345,2.122899399781138
25.560412019491558,10.122899399781138
24.536266686007664,14.122899399781138
24.487976019039873,22.122899399781137
25.46383068555598,26.122899399781137
24.439685352072086,30.122899399781137
25.608702686459345,2.122899399781138
26.58455735297545,6.122899399781138
27.560412019491558,10.122899399781138
26.536266686007664,14.122899399781138
27.46383068555598,26.122899399781137
26.439685352072086,30.122899399781137
27.608702686459345,2.122899399781138
28.58455735297545,6.122899399781138
29.560412019491558,10.122899399781138
28.536266686007664,14.122899399781138
29.512121352523767,18.122899399781137
28.487976019039873,22.122899399781137
29.46383068555598,26.122899399781137
28.439685352072086,30.122899399781137
29.608702686459345,2.122899399781138
30.58455735297545,6.122899399781138
31.560412019491558,10.122899399781138
30.536266686007664,14.122899399781138
31.512121352523767,18.122899399781137
30.487976019039873,22.122899399781137
31.46383068555598,26.122899399781137
30.439685352072086,30.122899399781137
31.608702686459345,2.122899399781138
32.58455735297545,6.122899399781138
33.56041201949156,10.122899399781138
32.536266686007664,14.122899399781138
33.51212135252377,18.122899399781137
32.48797601903988,22.122899399781137
33.46383068555598,26.122899399781137
32.43968535207208,30.122899399781137
33.608702686459345,2.122899399781138
34.58455735297545,6.122899399781138
34.536266686007664,14.122899399781138
35.51212135252377,18.122899399781137
34.48797601903988,22.122899399781137
35.46383068555598,26.122899399781137
35.608702686459345,2.122899399781138
36.58455735297545,6.122899399781138
36.536266686007664,14.122899399781138
37.51212135252377,18.122899399781137
36.48797601903988,22.122899399781137
38.58455735297545,6.122899399781138
38.536266686007664,14.122899399781138
39.51212135252377,18.122899399781137
38.48797601903988,22.122899399781137
40.58455735297545,6.122899399781138
41.56041201949156,10.122899399781138
40.536266686007664,14.122899399781138
41.51212135252377,18.122899399781137
43.56041201949156,10.122899399781138
42.536266686007664,14.122899399781138
44.536266686007664,14.122899399781138
