x0,y0
8.276087509745132,15.085282234217344
7.7106289765355145,25.085282234217345
13.841546042954747,5.085282234217344
13.276087509745132,15.085282234217344
18.841546042954747,5.085282234217344
18.276087509745132,15.085282234217344
17.710628976535514,25.085282234217345
23.841546042954747,5.085282234217344
23.276087509745132,15.085282234217344
22.710628976535514,25.085282234217345
28.841546042954747,5.085282234217344
28.276087509745132,15.085282234217344
27.710628976535514,25.085282234217345
33.84154604295475,5.085282234217344
33.27608750974513,15.085282234217344
32.71062897653551,25.085282234217345
38.27608750974513,15.085282234217344
2.63618473878394,20.99152963626227
43.452235166321856,10.991529636262273
